product_key,product_id,product_number,category_id,product_name,category,subcategory,maintenance_flag,product_line,start_date
252,569,BK-T18Y-50,BI_TB,Touring-3000 Yellow- 50,Bikes,Touring Bikes,true,Touring,2013-07-01
253,570,BK-T18Y-54,BI_TB,Touring-3000 Yellow- 54,Bikes,Touring Bikes,true,Touring,2013-07-01
254,571,BK-T18Y-58,BI_TB,Touring-3000 Yellow- 58,Bikes,Touring Bikes,true,Touring,2013-07-01
255,572,BK-T18Y-62,BI_TB,Touring-3000 Yellow- 62,Bikes,Touring Bikes,true,Touring,2013-07-01
256,577,BK-T44U-46,BI_TB,Touring-2000 Blue- 46,Bikes,Touring Bikes,true,Touring,2013-07-01
257,578,BK-T44U-50,BI_TB,Touring-2000 Blue- 50,Bikes,Touring Bikes,true,Touring,2013-07-01
258,579,BK-T44U-54,BI_TB,Touring-2000 Blue- 54,Bikes,Touring Bikes,true,Touring,2013-07-01
259,560,BK-T44U-60,BI_TB,Touring-2000 Blue- 60,Bikes,Touring Bikes,true,Touring,2013-07-01
260,573,BK-T79U-46,BI_TB,Touring-1000 Blue- 46,Bikes,Touring Bikes,true,Touring,2013-07-01
261,574,BK-T79U-50,BI_TB,Touring-1000 Blue- 50,Bikes,Touring Bikes,true,Touring,2013-07-01
262,575,BK-T79U-54,BI_TB,Touring-1000 Blue- 54,Bikes,Touring Bikes,true,Touring,2013-07-01
263,576,BK-T79U-60,BI_TB,Touring-1000 Blue- 60,Bikes,Touring Bikes,true,Touring,2013-07-01
264,561,BK-T79Y-46,BI_TB,Touring-1000 Yellow- 46,Bikes,Touring Bikes,true,Touring,2013-07-01
265,562,BK-T79Y-50,BI_TB,Touring-1000 Yellow- 50,Bikes,Touring Bikes,true,Touring,2013-07-01
266,563,BK-T79Y-54,BI_TB,Touring-1000 Yellow- 54,Bikes,Touring Bikes,true,Touring,2013-07-01
267,564,BK-T79Y-60,BI_TB,Touring-1000 Yellow- 60,Bikes,Touring Bikes,true,Touring,2013-07-01
268,225,CA-1098,CL_CA,AWC Logo Cap,Clothing,Caps,false,other sales,2013-07-01
269,559,CH-0234,CO_CH,Chain,Components,Chains,true,n/a,2013-07-01
270,484,CL-9009,AC_CL,Bike Wash - Dissolver,Accessories,Cleaners,true,other sales,2013-07-01
271,556,CS-4759,CO_CS,LL Crankset,Components,Cranksets,true,n/a,2013-07-01
272,557,CS-6583,CO_CS,ML Crankset,Components,Cranksets,true,n/a,2013-07-01
273,558,CS-9183,CO_CS,HL Crankset,Components,Cranksets,true,n/a,2013-07-01
274,555,FB-9873,CO_BR,Front Brakes,Components,Brakes,true,n/a,2013-07-01
275,552,FD-2342,CO_DE,Front Derailleur,Components,Derailleurs,true,n/a,2013-07-01
276,485,FE-6654,AC_FE,Fender Set - Mountain,Accessories,Fenders,false,Mountain,2013-07-01
277,550,FR-M21B-40,CO_MF,LL Mountain Frame - Black- 40,Components,Mountain Frames,true,Mountain,2013-07-01
278,531,FR-M21B-42,CO_MF,LL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,2013-07-01
279,532,FR-M21B-44,CO_MF,LL Mountain Frame - Black- 44,Components,Mountain Frames,true,Mountain,2013-07-01
280,533,FR-M21B-48,CO_MF,LL Mountain Frame - Black- 48,Components,Mountain Frames,true,Mountain,2013-07-01
281,534,FR-M21B-52,CO_MF,LL Mountain Frame - Black- 52,Components,Mountain Frames,true,Mountain,2013-07-01
282,551,FR-M21S-40,CO_MF,LL Mountain Frame - Silver- 40,Components,Mountain Frames,true,Mountain,2013-07-01
283,524,FR-M21S-42,CO_MF,LL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,2013-07-01
284,525,FR-M21S-44,CO_MF,LL Mountain Frame - Silver- 44,Components,Mountain Frames,true,Mountain,2013-07-01
285,526,FR-M21S-48,CO_MF,LL Mountain Frame - Silver- 48,Components,Mountain Frames,true,Mountain,2013-07-01
286,527,FR-M21S-52,CO_MF,LL Mountain Frame - Silver- 52,Components,Mountain Frames,true,Mountain,2013-07-01
287,549,FR-M63S-38,CO_MF,ML Mountain Frame-W - Silver- 38,Components,Mountain Frames,true,Mountain,2013-07-01
288,511,FR-M63S-40,CO_MF,ML Mountain Frame-W - Silver- 40,Components,Mountain Frames,true,Mountain,2013-07-01
289,512,FR-M63S-42,CO_MF,ML Mountain Frame-W - Silver- 42,Components,Mountain Frames,true,Mountain,2013-07-01
290,513,FR-M63S-46,CO_MF,ML Mountain Frame-W - Silver- 46,Components,Mountain Frames,true,Mountain,2013-07-01
291,306,FR-M94B-38,CO_MF,HL Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,2013-07-01
292,298,FR-M94B-42,CO_MF,HL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,2013-07-01
293,303,FR-M94B-46,CO_MF,HL Mountain Frame - Black- 46,Components,Mountain Frames,true,Mountain,2013-07-01
294,309,FR-M94S-38,CO_MF,HL Mountain Frame - Silver- 38,Components,Mountain Frames,true,Mountain,2013-07-01
295,290,FR-M94S-42,CO_MF,HL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,2013-07-01
296,295,FR-M94S-46,CO_MF,HL Mountain Frame - Silver- 46,Components,Mountain Frames,true,Mountain,2013-07-01
297,281,FR-R38B-44,CO_RF,LL Road Frame - Black- 44,Components,Road Frames,true,Road,2013-07-01
298,284,FR-R38B-48,CO_RF,LL Road Frame - Black- 48,Components,Road Frames,true,Road,2013-07-01
299,287,FR-R38B-52,CO_RF,LL Road Frame - Black- 52,Components,Road Frames,true,Road,2013-07-01
300,255,FR-R38B-58,CO_RF,LL Road Frame - Black- 58,Components,Road Frames,true,Road,2013-07-01
301,258,FR-R38B-60,CO_RF,LL Road Frame - Black- 60,Components,Road Frames,true,Road,2013-07-01
302,261,FR-R38B-62,CO_RF,LL Road Frame - Black- 62,Components,Road Frames,true,Road,2013-07-01
303,418,FR-R72Y-38,CO_RF,ML Road Frame-W - Yellow- 38,Components,Road Frames,true,Road,2013-07-01
304,430,FR-R72Y-40,CO_RF,ML Road Frame-W - Yellow- 40,Components,Road Frames,true,Road,2013-07-01
305,432,FR-R72Y-42,CO_RF,ML Road Frame-W - Yellow- 42,Components,Road Frames,true,Road,2013-07-01
306,434,FR-R72Y-44,CO_RF,ML Road Frame-W - Yellow- 44,Components,Road Frames,true,Road,2013-07-01
307,436,FR-R72Y-48,CO_RF,ML Road Frame-W - Yellow- 48,Components,Road Frames,true,Road,2013-07-01
308,440,FR-R92B-44,CO_RF,HL Road Frame - Black- 44,Components,Road Frames,true,Road,2013-07-01
309,442,FR-R92B-48,CO_RF,HL Road Frame - Black- 48,Components,Road Frames,true,Road,2013-07-01
310,444,FR-R92B-52,CO_RF,HL Road Frame - Black- 52,Components,Road Frames,true,Road,2013-07-01
311,438,FR-R92B-62,CO_RF,HL Road Frame - Black- 62,Components,Road Frames,true,Road,2013-07-01
312,243,FR-R92R-44,CO_RF,HL Road Frame - Red- 44,Components,Road Frames,true,Road,2013-07-01
313,246,FR-R92R-48,CO_RF,HL Road Frame - Red- 48,Components,Road Frames,true,Road,2013-07-01
314,249,FR-R92R-52,CO_RF,HL Road Frame - Red- 52,Components,Road Frames,true,Road,2013-07-01
315,252,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,2013-07-01
316,240,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,2013-07-01
317,510,FR-T67U-44,CO_TF,LL Touring Frame - Blue- 44,Components,Touring Frames,true,Touring,2013-07-01
318,502,FR-T67U-50,CO_TF,LL Touring Frame - Blue- 50,Components,Touring Frames,true,Touring,2013-07-01
319,503,FR-T67U-54,CO_TF,LL Touring Frame - Blue- 54,Components,Touring Frames,true,Touring,2013-07-01
320,504,FR-T67U-58,CO_TF,LL Touring Frame - Blue- 58,Components,Touring Frames,true,Touring,2013-07-01
321,505,FR-T67U-62,CO_TF,LL Touring Frame - Blue- 62,Components,Touring Frames,true,Touring,2013-07-01
322,506,FR-T67Y-44,CO_TF,LL Touring Frame - Yellow- 44,Components,Touring Frames,true,Touring,2013-07-01
323,507,FR-T67Y-50,CO_TF,LL Touring Frame - Yellow- 50,Components,Touring Frames,true,Touring,2013-07-01
324,508,FR-T67Y-54,CO_TF,LL Touring Frame - Yellow- 54,Components,Touring Frames,true,Touring,2013-07-01
325,509,FR-T67Y-58,CO_TF,LL Touring Frame - Yellow- 58,Components,Touring Frames,true,Touring,2013-07-01
326,493,FR-T67Y-62,CO_TF,LL Touring Frame - Yellow- 62,Components,Touring Frames,true,Touring,2013-07-01
327,497,FR-T98U-46,CO_TF,HL Touring Frame - Blue- 46,Components,Touring Frames,true,Touring,2013-07-01
328,498,FR-T98U-50,CO_TF,HL Touring Frame - Blue- 50,Components,Touring Frames,true,Touring,2013-07-01
329,499,FR-T98U-54,CO_TF,HL Touring Frame - Blue- 54,Components,Touring Frames,true,Touring,2013-07-01
330,500,FR-T98U-60,CO_TF,HL Touring Frame - Blue- 60,Components,Touring Frames,true,Touring,2013-07-01
331,494,FR-T98Y-46,CO_TF,HL Touring Frame - Yellow- 46,Components,Touring Frames,true,Touring,2013-07-01
332,495,FR-T98Y-50,CO_TF,HL Touring Frame - Yellow- 50,Components,Touring Frames,true,Touring,2013-07-01
333,496,FR-T98Y-54,CO_TF,HL Touring Frame - Yellow- 54,Components,Touring Frames,true,Touring,2013-07-01
334,492,FR-T98Y-60,CO_TF,HL Touring Frame - Yellow- 60,Components,Touring Frames,true,Touring,2013-07-01
335,467,GL-H102-L,CL_GL,Half-Finger Gloves- L,Clothing,Gloves,false,other sales,2013-07-01
336,465,GL-H102-M,CL_GL,Half-Finger Gloves- M,Clothing,Gloves,false,other sales,2013-07-01
337,463,GL-H102-S,CL_GL,Half-Finger Gloves- S,Clothing,Gloves,false,other sales,2013-07-01
338,398,HB-M243,CO_HB,LL Mountain Handlebars,Components,Handlebars,false,Mountain,2013-07-01
339,400,HB-M763,CO_HB,ML Mountain Handlebars,Components,Handlebars,false,Mountain,2013-07-01
340,402,HB-M918,CO_HB,HL Mountain Handlebars,Components,Handlebars,false,Mountain,2013-07-01
341,404,HB-R504,CO_HB,LL Road Handlebars,Components,Handlebars,false,Road,2013-07-01
342,406,HB-R720,CO_HB,ML Road Handlebars,Components,Handlebars,false,Road,2013-07-01
343,408,HB-R956,CO_HB,HL Road Handlebars,Components,Handlebars,false,Road,2013-07-01
344,553,HB-T721,CO_HB,LL Touring Handlebars,Components,Handlebars,false,Touring,2013-07-01
345,554,HB-T928,CO_HB,HL Touring Handlebars,Components,Handlebars,false,Touring,2013-07-01
346,217,HL-U509,AC_HE,Sport-100 Helmet- Black,Accessories,Helmets,true,other sales,2013-07-01
347,222,HL-U509-B,AC_HE,Sport-100 Helmet- Blue,Accessories,Helmets,true,other sales,2013-07-01
348,214,HL-U509-R,AC_HE,Sport-100 Helmet- Red,Accessories,Helmets,true,other sales,2013-07-01
349,487,HY-1023-70,AC_HP,Hydration Pack - 70 oz.,Accessories,Hydration Packs,false,other sales,2013-07-01
350,234,LJ-0192-L,CL_JE,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,false,other sales,2013-07-01
351,231,LJ-0192-M,CL_JE,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,false,other sales,2013-07-01
352,228,LJ-0192-S,CL_JE,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,false,other sales,2013-07-01
353,237,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,2013-07-01
354,542,PD-M282,CO_PE,LL Mountain Pedal,"","","",Mountain,2013-07-01
355,543,PD-M340,CO_PE,ML Mountain Pedal,"","","",Mountain,2013-07-01
356,544,PD-M562,CO_PE,HL Mountain Pedal,"","","",Mountain,2013-07-01
357,545,PD-R347,CO_PE,LL Road Pedal,"","","",Road,2013-07-01
358,546,PD-R563,CO_PE,ML Road Pedal,"","","",Road,2013-07-01
359,547,PD-R853,CO_PE,HL Road Pedal,"","","",Road,2013-07-01
360,548,PD-T852,CO_PE,Touring Pedal,"","","",Touring,2013-07-01
361,480,PK-7098,AC_TT,Patch Kit/8 Patches,Accessories,Tires and Tubes,true,other sales,2013-07-01
362,483,RA-H123,AC_BR,Hitch Rack - 4-Bike,Accessories,Bike Racks,true,other sales,2013-07-01
363,514,RB-9231,CO_BR,Rear Brakes,Components,Brakes,true,n/a,2013-07-01
364,501,RD-2308,CO_DE,Rear Derailleur,Components,Derailleurs,true,n/a,2013-07-01
365,515,SE-M236,CO_SA,LL Mountain Seat/Saddle,Components,Saddles,false,Mountain,2013-07-01
366,516,SE-M798,CO_SA,ML Mountain Seat/Saddle,Components,Saddles,false,Mountain,2013-07-01
367,517,SE-M940,CO_SA,HL Mountain Seat/Saddle,Components,Saddles,false,Mountain,2013-07-01
368,518,SE-R581,CO_SA,LL Road Seat/Saddle,Components,Saddles,false,Road,2013-07-01
369,519,SE-R908,CO_SA,ML Road Seat/Saddle,Components,Saddles,false,Touring,2013-07-01
370,520,SE-R995,CO_SA,HL Road Seat/Saddle,Components,Saddles,false,Road,2013-07-01
371,521,SE-T312,CO_SA,LL Touring Seat/Saddle,Components,Saddles,false,Touring,2013-07-01
372,522,SE-T762,CO_SA,ML Touring Seat/Saddle,Components,Saddles,false,Touring,2013-07-01
373,523,SE-T924,CO_SA,HL Touring Seat/Saddle,Components,Saddles,false,Touring,2013-07-01
374,476,SH-W890-L,CL_SH,Women's Mountain Shorts- L,Clothing,Shorts,false,Mountain,2013-07-01
375,475,SH-W890-M,CL_SH,Women's Mountain Shorts- M,Clothing,Shorts,false,Mountain,2013-07-01
376,474,SH-W890-S,CL_SH,Women's Mountain Shorts- S,Clothing,Shorts,false,Mountain,2013-07-01
377,490,SJ-0194-L,CL_JE,Short-Sleeve Classic Jersey- L,Clothing,Jerseys,false,other sales,2013-07-01
378,489,SJ-0194-M,CL_JE,Short-Sleeve Classic Jersey- M,Clothing,Jerseys,false,other sales,2013-07-01
379,488,SJ-0194-S,CL_JE,Short-Sleeve Classic Jersey- S,Clothing,Jerseys,false,other sales,2013-07-01
380,491,SJ-0194-X,CL_JE,Short-Sleeve Classic Jersey- XL,Clothing,Jerseys,false,other sales,2013-07-01
381,482,SO-R809-L,CL_SO,Racing Socks- L,Clothing,Socks,false,Road,2013-07-01
382,481,SO-R809-M,CL_SO,Racing Socks- M,Clothing,Socks,false,Road,2013-07-01
383,486,ST-1401,AC_BS,All-Purpose Bike Stand,Accessories,Bike Stands,false,Mountain,2013-07-01
384,535,TI-M267,AC_TT,LL Mountain Tire,Accessories,Tires and Tubes,true,Mountain,2013-07-01
385,536,TI-M602,AC_TT,ML Mountain Tire,Accessories,Tires and Tubes,true,Mountain,2013-07-01
386,537,TI-M823,AC_TT,HL Mountain Tire,Accessories,Tires and Tubes,true,Mountain,2013-07-01
387,538,TI-R092,AC_TT,LL Road Tire,Accessories,Tires and Tubes,true,Road,2013-07-01
388,539,TI-R628,AC_TT,ML Road Tire,Accessories,Tires and Tubes,true,Road,2013-07-01
389,540,TI-R982,AC_TT,HL Road Tire,Accessories,Tires and Tubes,true,Road,2013-07-01
390,541,TI-T723,AC_TT,Touring Tire,Accessories,Tires and Tubes,true,Touring,2013-07-01
391,528,TT-M928,AC_TT,Mountain Tire Tube,Accessories,Tires and Tubes,true,Mountain,2013-07-01
392,529,TT-R982,AC_TT,Road Tire Tube,Accessories,Tires and Tubes,true,Road,2013-07-01
393,530,TT-T092,AC_TT,Touring Tire Tube,Accessories,Tires and Tubes,true,Touring,2013-07-01
394,473,VE-C304-L,CL_VE,Classic Vest- L,Clothing,Vests,false,other sales,2013-07-01
395,472,VE-C304-M,CL_VE,Classic Vest- M,Clothing,Vests,false,other sales,2013-07-01
396,471,VE-C304-S,CL_VE,Classic Vest- S,Clothing,Vests,false,other sales,2013-07-01
397,477,WB-H098,AC_BC,Water Bottle - 30 oz.,Accessories,Bottles and Cages,false,other sales,2013-07-01
