order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO51902,162,2572,2013-01-28,2013-02-04,2013-02-09,24,1,24.0
SO51902,176,2572,2013-01-28,2013-02-04,2013-02-09,50,1,50.0
SO51904,169,3205,2013-01-28,2013-02-04,2013-02-09,35,1,35.0
SO51905,169,12942,2013-01-28,2013-02-04,2013-02-09,35,1,35.0
SO51907,162,5193,2013-01-28,2013-02-04,2013-02-09,24,1,24.0
SO51909,175,567,2013-01-28,2013-02-04,2013-02-09,50,1,50.0
SO51914,102,11896,2013-01-28,2013-02-04,2013-02-09,2443,1,2443.0
SO51915,105,9201,2013-01-28,2013-02-04,2013-02-09,2443,1,2443.0
SO51916,79,694,2013-01-28,2013-02-04,2013-02-09,2295,1,2295.0
SO51919,169,11285,2013-01-28,2013-02-04,2013-02-09,35,1,35.0
SO51920,99,8414,2013-01-28,2013-02-04,2013-02-09,1120,1,1120.0
SO51921,171,5393,2013-01-28,2013-02-04,2013-02-09,35,1,35.0
SO51922,97,13612,2013-01-29,2013-02-05,2013-02-10,1120,1,1120.0
SO51922,170,13612,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51923,83,421,2013-01-29,2013-02-05,2013-02-10,2320,1,2320.0
SO51923,170,421,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51926,171,3558,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51927,170,14812,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51927,161,14812,2013-01-29,2013-02-05,2013-02-10,24,1,24.0
SO51930,171,4767,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51932,110,1099,2013-01-29,2013-02-05,2013-02-10,9,1,9.0
SO51936,171,288,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51936,162,288,2013-01-29,2013-02-05,2013-02-10,24,1,24.0
SO51937,171,6375,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51937,161,6375,2013-01-29,2013-02-05,2013-02-10,24,1,24.0
SO51940,169,3292,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51941,110,9538,2013-01-29,2013-02-05,2013-02-10,9,1,9.0
SO51943,162,1078,2013-01-29,2013-02-05,2013-02-10,24,1,24.0
SO51947,169,5782,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51947,162,5782,2013-01-29,2013-02-05,2013-02-10,24,1,24.0
SO51949,171,5042,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51952,169,13095,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51953,169,14311,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51955,171,2583,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51957,171,1062,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51958,102,9184,2013-01-29,2013-02-05,2013-02-10,2443,1,2443.0
SO51959,79,297,2013-01-29,2013-02-05,2013-02-10,2295,1,2295.0
SO51960,110,1284,2013-01-29,2013-02-05,2013-02-10,9,1,9.0
SO51962,110,5492,2013-01-29,2013-02-05,2013-02-10,9,1,9.0
SO51963,169,13064,2013-01-29,2013-02-05,2013-02-10,35,1,35.0
SO51964,102,7310,2013-01-29,2013-02-05,2013-02-10,2443,1,2443.0
SO51965,103,7251,2013-01-30,2013-02-06,2013-02-11,2443,1,2443.0
SO51966,83,2541,2013-01-30,2013-02-06,2013-02-11,2320,1,2320.0
SO51966,110,2541,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO51966,170,2541,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51967,84,1808,2013-01-30,2013-02-06,2013-02-11,2320,1,2320.0
SO51967,162,1808,2013-01-30,2013-02-06,2013-02-11,24,1,24.0
SO51970,110,6306,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO51971,171,5610,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51973,169,11847,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51974,170,4137,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51975,162,764,2013-01-30,2013-02-06,2013-02-11,24,1,24.0
SO51976,110,6075,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO51976,177,6075,2013-01-30,2013-02-06,2013-02-11,50,1,50.0
SO51977,110,7192,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO51979,103,8478,2013-01-30,2013-02-06,2013-02-11,2443,1,2443.0
SO51979,169,8478,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51990,160,1166,2013-01-30,2013-02-06,2013-02-11,24,1,24.0
SO51991,176,213,2013-01-30,2013-02-06,2013-02-11,50,1,50.0
SO51992,175,7988,2013-01-30,2013-02-06,2013-02-11,50,1,50.0
SO51995,176,5228,2013-01-30,2013-02-06,2013-02-11,50,1,50.0
SO51995,110,5228,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO51996,170,3246,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO51999,110,14800,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO52000,161,16943,2013-01-30,2013-02-06,2013-02-11,24,1,24.0
SO52001,171,2575,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52005,170,10653,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52006,103,9205,2013-01-30,2013-02-06,2013-02-11,2443,1,2443.0
SO52008,81,819,2013-01-30,2013-02-06,2013-02-11,2295,1,2295.0
SO52008,176,819,2013-01-30,2013-02-06,2013-02-11,50,1,50.0
SO52009,80,831,2013-01-30,2013-02-06,2013-02-11,2295,1,2295.0
SO52009,170,831,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52010,81,324,2013-01-30,2013-02-06,2013-02-11,2295,1,2295.0
SO52011,82,1054,2013-01-30,2013-02-06,2013-02-11,2320,1,2320.0
SO52011,171,1054,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52012,169,3151,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52013,110,2261,2013-01-30,2013-02-06,2013-02-11,9,1,9.0
SO52015,171,11283,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52016,97,8404,2013-01-30,2013-02-06,2013-02-11,1120,1,1120.0
SO52016,170,8404,2013-01-30,2013-02-06,2013-02-11,35,1,35.0
SO52018,103,7471,2013-01-30,2013-02-06,2013-02-11,2443,1,2443.0
SO52019,97,12412,2013-01-31,2013-02-07,2013-02-12,1120,1,1120.0
SO52020,80,345,2013-01-31,2013-02-07,2013-02-12,2295,1,2295.0
SO52021,81,1807,2013-01-31,2013-02-07,2013-02-12,2295,1,2295.0
SO52021,177,1807,2013-01-31,2013-02-07,2013-02-12,50,1,50.0
SO52022,83,489,2013-01-31,2013-02-07,2013-02-12,2320,1,2320.0
SO52023,170,501,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52025,170,7294,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52027,171,16982,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52028,171,15133,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52033,110,5428,2013-01-31,2013-02-07,2013-02-12,9,1,9.0
SO52035,110,301,2013-01-31,2013-02-07,2013-02-12,9,1,9.0
SO52039,110,10763,2013-01-31,2013-02-07,2013-02-12,9,1,9.0
SO52040,160,5849,2013-01-31,2013-02-07,2013-02-12,24,1,24.0
SO52042,170,12560,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52042,160,12560,2013-01-31,2013-02-07,2013-02-12,24,1,24.0
SO52044,110,6277,2013-01-31,2013-02-07,2013-02-12,9,1,9.0
SO52047,178,9493,2013-01-31,2013-02-07,2013-02-12,50,1,50.0
SO52050,169,10862,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52054,170,208,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52057,82,1061,2013-01-31,2013-02-07,2013-02-12,2320,1,2320.0
SO52057,169,1061,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52058,84,326,2013-01-31,2013-02-07,2013-02-12,2320,1,2320.0
SO52061,170,9159,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52062,110,14147,2013-01-31,2013-02-07,2013-02-12,9,1,9.0
SO52063,97,8533,2013-01-31,2013-02-07,2013-02-12,1120,1,1120.0
SO52063,170,8533,2013-01-31,2013-02-07,2013-02-12,35,1,35.0
SO52063,176,8533,2013-01-31,2013-02-07,2013-02-12,50,1,50.0
SO52064,177,6977,2013-01-31,2013-02-07,2013-02-12,50,1,50.0
SO52065,97,12312,2013-02-01,2013-02-08,2013-02-13,1120,1,1120.0
SO52065,169,12312,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52066,110,1534,2013-02-01,2013-02-08,2013-02-13,9,1,9.0
SO52066,175,1534,2013-02-01,2013-02-08,2013-02-13,50,1,50.0
SO52071,169,10367,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52072,169,114,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52073,177,1248,2013-02-01,2013-02-08,2013-02-13,50,1,50.0
SO52074,170,212,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52074,160,212,2013-02-01,2013-02-08,2013-02-13,24,1,24.0
SO52076,170,17227,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52078,171,14440,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52082,170,12832,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52085,171,3562,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52087,110,8714,2013-02-01,2013-02-08,2013-02-13,9,1,9.0
SO52100,170,16185,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52100,176,16185,2013-02-01,2013-02-08,2013-02-13,50,1,50.0
SO52104,79,328,2013-02-01,2013-02-08,2013-02-13,2295,1,2295.0
SO52105,80,523,2013-02-01,2013-02-08,2013-02-13,2295,1,2295.0
SO52106,170,13661,2013-02-01,2013-02-08,2013-02-13,35,1,35.0
SO52107,104,7273,2013-02-02,2013-02-09,2013-02-14,2443,1,2443.0
SO52107,171,7273,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52108,82,395,2013-02-02,2013-02-09,2013-02-14,2320,1,2320.0
SO52109,81,417,2013-02-02,2013-02-09,2013-02-14,2295,1,2295.0
SO52109,170,417,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52110,82,1743,2013-02-02,2013-02-09,2013-02-14,2320,1,2320.0
SO52110,171,1743,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52111,81,548,2013-02-02,2013-02-09,2013-02-14,2295,1,2295.0
SO52111,170,548,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52112,79,497,2013-02-02,2013-02-09,2013-02-14,2295,1,2295.0
SO52112,171,497,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52112,110,497,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52112,178,497,2013-02-02,2013-02-09,2013-02-14,50,1,50.0
SO52113,171,278,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52116,171,16969,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52121,105,13094,2013-02-02,2013-02-09,2013-02-14,2443,1,2443.0
SO52121,110,13094,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52122,110,701,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52125,161,739,2013-02-02,2013-02-09,2013-02-14,24,1,24.0
SO52127,170,177,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52132,110,7665,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52134,170,5512,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52135,178,4821,2013-02-02,2013-02-09,2013-02-14,50,1,50.0
SO52136,161,2511,2013-02-02,2013-02-09,2013-02-14,24,1,24.0
SO52137,170,10121,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52137,110,10121,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52140,171,15853,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52145,171,1709,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52146,81,1090,2013-02-02,2013-02-09,2013-02-14,2295,1,2295.0
SO52147,81,303,2013-02-02,2013-02-09,2013-02-14,2295,1,2295.0
SO52148,170,11951,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52149,171,17721,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52150,169,11277,2013-02-02,2013-02-09,2013-02-14,35,1,35.0
SO52150,162,11277,2013-02-02,2013-02-09,2013-02-14,24,1,24.0
SO52151,100,16801,2013-02-02,2013-02-09,2013-02-14,1120,1,1120.0
SO52152,97,12225,2013-02-02,2013-02-09,2013-02-14,1120,1,1120.0
SO52152,110,12225,2013-02-02,2013-02-09,2013-02-14,9,1,9.0
SO52153,109,2522,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52154,102,7252,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52155,109,7255,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52156,102,5704,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52157,97,13610,2013-02-03,2013-02-10,2013-02-15,1120,1,1120.0
SO52158,100,13614,2013-02-03,2013-02-10,2013-02-15,1120,1,1120.0
SO52160,81,423,2013-02-03,2013-02-10,2013-02-15,2295,1,2295.0
SO52161,83,382,2013-02-03,2013-02-10,2013-02-15,2320,1,2320.0
SO52162,81,381,2013-02-03,2013-02-10,2013-02-15,2295,1,2295.0
SO52163,171,979,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52165,171,5618,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52167,109,8500,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52167,169,8500,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52168,178,2791,2013-02-03,2013-02-10,2013-02-15,50,1,50.0
SO52175,169,15018,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52175,160,15018,2013-02-03,2013-02-10,2013-02-15,24,1,24.0
SO52177,171,12730,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52178,160,5871,2013-02-03,2013-02-10,2013-02-15,24,1,24.0
SO52179,169,12250,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52182,178,8169,2013-02-03,2013-02-10,2013-02-15,50,1,50.0
SO52185,110,13747,2013-02-03,2013-02-10,2013-02-15,9,1,9.0
SO52186,171,5815,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52188,169,4431,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52189,171,4258,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52190,169,3762,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52192,171,10340,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52193,171,4279,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52198,171,1503,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52199,178,16324,2013-02-03,2013-02-10,2013-02-15,50,1,50.0
SO52202,84,527,2013-02-03,2013-02-10,2013-02-15,2320,1,2320.0
SO52202,169,527,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52203,80,1059,2013-02-03,2013-02-10,2013-02-15,2295,1,2295.0
SO52204,176,6648,2013-02-03,2013-02-10,2013-02-15,50,1,50.0
SO52205,169,7701,2013-02-03,2013-02-10,2013-02-15,35,1,35.0
SO52206,110,6515,2013-02-03,2013-02-10,2013-02-15,9,1,9.0
SO52207,82,57,2013-02-03,2013-02-10,2013-02-15,2320,1,2320.0
SO52207,162,57,2013-02-03,2013-02-10,2013-02-15,24,1,24.0
SO52210,103,7309,2013-02-03,2013-02-10,2013-02-15,2443,1,2443.0
SO52211,103,7483,2013-02-04,2013-02-11,2013-02-16,2443,1,2443.0
SO52212,109,7276,2013-02-04,2013-02-11,2013-02-16,2443,1,2443.0
SO52213,79,411,2013-02-04,2013-02-11,2013-02-16,2295,1,2295.0
SO52213,171,411,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52213,175,411,2013-02-04,2013-02-11,2013-02-16,50,1,50.0
SO52214,84,484,2013-02-04,2013-02-11,2013-02-16,2320,1,2320.0
SO52214,171,484,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52215,110,1932,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52217,171,6079,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52219,161,16979,2013-02-04,2013-02-11,2013-02-16,24,1,24.0
SO52220,171,2999,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52220,110,2999,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52223,109,8494,2013-02-04,2013-02-11,2013-02-16,2443,1,2443.0
SO52223,170,8494,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52224,103,12636,2013-02-04,2013-02-11,2013-02-16,2443,1,2443.0
SO52225,171,18015,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52229,171,15574,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52230,169,13498,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52232,170,11039,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52236,171,12051,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52237,110,3605,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52238,178,9697,2013-02-04,2013-02-11,2013-02-16,50,1,50.0
SO52238,110,9697,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52241,110,6448,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52245,170,5019,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52245,175,5019,2013-02-04,2013-02-11,2013-02-16,50,1,50.0
SO52246,110,2509,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52246,178,2509,2013-02-04,2013-02-11,2013-02-16,50,1,50.0
SO52249,170,7872,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52250,170,2361,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52257,170,14698,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52258,171,12236,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52259,160,6702,2013-02-04,2013-02-11,2013-02-16,24,1,24.0
SO52260,171,15234,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52260,110,15234,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52263,169,1966,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52266,84,886,2013-02-04,2013-02-11,2013-02-16,2320,1,2320.0
SO52267,82,530,2013-02-04,2013-02-11,2013-02-16,2320,1,2320.0
SO52267,110,530,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52270,169,948,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52271,82,56,2013-02-04,2013-02-11,2013-02-16,2320,1,2320.0
SO52271,169,56,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52272,171,13523,2013-02-04,2013-02-11,2013-02-16,35,1,35.0
SO52276,110,10060,2013-02-04,2013-02-11,2013-02-16,9,1,9.0
SO52277,162,10042,2013-02-04,2013-02-11,2013-02-16,24,1,24.0
SO52278,104,7485,2013-02-05,2013-02-12,2013-02-17,2443,1,2443.0
SO52278,170,7485,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52279,109,7250,2013-02-05,2013-02-12,2013-02-17,2443,1,2443.0
SO52279,110,7250,2013-02-05,2013-02-12,2013-02-17,9,1,9.0
SO52280,102,7289,2013-02-05,2013-02-12,2013-02-17,2443,1,2443.0
SO52280,169,7289,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52282,80,495,2013-02-05,2013-02-12,2013-02-17,2295,1,2295.0
SO52282,171,495,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52283,110,1092,2013-02-05,2013-02-12,2013-02-17,9,1,9.0
SO52285,169,2159,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52286,110,147,2013-02-05,2013-02-12,2013-02-17,9,1,9.0
SO52292,178,3318,2013-02-05,2013-02-12,2013-02-17,50,1,50.0
SO52295,170,6108,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52296,171,3952,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52297,170,6716,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52297,176,6716,2013-02-05,2013-02-12,2013-02-17,50,1,50.0
SO52298,169,199,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52298,162,199,2013-02-05,2013-02-12,2013-02-17,24,1,24.0
SO52300,171,15808,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52301,110,14840,2013-02-05,2013-02-12,2013-02-17,9,1,9.0
SO52302,169,725,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52304,169,1203,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52310,160,3209,2013-02-05,2013-02-12,2013-02-17,24,1,24.0
SO52315,110,1328,2013-02-05,2013-02-12,2013-02-17,9,1,9.0
SO52316,169,439,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52317,161,351,2013-02-05,2013-02-12,2013-02-17,24,1,24.0
SO52318,170,2883,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52319,80,325,2013-02-05,2013-02-12,2013-02-17,2295,1,2295.0
SO52319,178,325,2013-02-05,2013-02-12,2013-02-17,50,1,50.0
SO52320,83,679,2013-02-05,2013-02-12,2013-02-17,2320,1,2320.0
SO52321,80,190,2013-02-05,2013-02-12,2013-02-17,2295,1,2295.0
SO52322,81,217,2013-02-05,2013-02-12,2013-02-17,2295,1,2295.0
SO52322,171,217,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52323,162,9153,2013-02-05,2013-02-12,2013-02-17,24,1,24.0
SO52324,170,17536,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52325,171,13670,2013-02-05,2013-02-12,2013-02-17,35,1,35.0
SO52328,109,7303,2013-02-05,2013-02-12,2013-02-17,2443,1,2443.0
SO52329,79,481,2013-02-06,2013-02-13,2013-02-18,2295,1,2295.0
SO52330,110,2669,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52331,178,3054,2013-02-06,2013-02-13,2013-02-18,50,1,50.0
SO52331,110,3054,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52336,171,18041,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52337,171,15273,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52341,171,12825,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52342,169,12696,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52342,177,12696,2013-02-06,2013-02-13,2013-02-18,50,1,50.0
SO52342,110,12696,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52345,110,6541,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52346,110,16442,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52349,171,12680,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52350,171,3513,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52354,170,9139,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52354,175,9139,2013-02-06,2013-02-13,2013-02-18,50,1,50.0
SO52355,170,6772,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52358,162,15415,2013-02-06,2013-02-13,2013-02-18,24,1,24.0
SO52360,83,1051,2013-02-06,2013-02-13,2013-02-18,2320,1,2320.0
SO52361,170,8772,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52364,98,8444,2013-02-06,2013-02-13,2013-02-18,1120,1,1120.0
SO52364,171,8444,2013-02-06,2013-02-13,2013-02-18,35,1,35.0
SO52364,110,8444,2013-02-06,2013-02-13,2013-02-18,9,1,9.0
SO52365,169,6252,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52366,171,8955,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52367,169,13891,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52368,110,15142,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52369,103,12630,2013-02-07,2013-02-14,2013-02-19,2443,1,2443.0
SO52369,110,12630,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52370,102,15421,2013-02-07,2013-02-14,2013-02-19,2443,1,2443.0
SO52373,170,1036,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52374,110,632,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52376,176,844,2013-02-07,2013-02-14,2013-02-19,50,1,50.0
SO52376,160,844,2013-02-07,2013-02-14,2013-02-19,24,1,24.0
SO52384,161,8696,2013-02-07,2013-02-14,2013-02-19,24,1,24.0
SO52386,110,332,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52393,171,5585,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52395,169,1375,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52396,81,667,2013-02-07,2013-02-14,2013-02-19,2295,1,2295.0
SO52396,171,667,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52397,79,684,2013-02-07,2013-02-14,2013-02-19,2295,1,2295.0
SO52397,110,684,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52398,171,9160,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52400,169,13524,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52400,178,13524,2013-02-07,2013-02-14,2013-02-19,50,1,50.0
SO52401,99,12751,2013-02-07,2013-02-14,2013-02-19,1120,1,1120.0
SO52401,171,12751,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52403,99,8535,2013-02-07,2013-02-14,2013-02-19,1120,1,1120.0
SO52403,110,8535,2013-02-07,2013-02-14,2013-02-19,9,1,9.0
SO52403,178,8535,2013-02-07,2013-02-14,2013-02-19,50,1,50.0
SO52404,171,14613,2013-02-07,2013-02-14,2013-02-19,35,1,35.0
SO52407,103,7308,2013-02-07,2013-02-14,2013-02-19,2443,1,2443.0
SO52408,103,7253,2013-02-08,2013-02-15,2013-02-20,2443,1,2443.0
SO52409,80,413,2013-02-08,2013-02-15,2013-02-20,2295,1,2295.0
SO52409,169,413,2013-02-08,2013-02-15,2013-02-20,35,1,35.0
SO52410,80,251,2013-02-08,2013-02-15,2013-02-20,2295,1,2295.0
SO52410,171,251,2013-02-08,2013-02-15,2013-02-20,35,1,35.0
SO52414,170,5609,2013-02-08,2013-02-15,2013-02-20,35,1,35.0
SO52415,110,7291,2013-02-08,2013-02-15,2013-02-20,9,1,9.0
SO52418,103,12619,2013-02-08,2013-02-15,2013-02-20,2443,1,2443.0
SO52418,161,12619,2013-02-08,2013-02-15,2013-02-20,24,1,24.0
SO52419,169,620,2013-02-08,2013-02-15,2013-02-20,35,1,35.0
SO52421,170,235,2013-02-08,2013-02-15,2013-02-20,35,1,35.0
SO52432,176,7584,2013-02-08,2013-02-15,2013-02-20,50,1,50.0
SO51177,66,16874,2012-12-28,2013-01-04,2013-01-09,35,1,35.0
SO51180,68,5314,2012-12-28,2013-01-04,2013-01-09,35,1,35.0
SO51180,70,5314,2012-12-28,2013-01-04,2013-01-09,50,1,50.0
SO51181,68,1133,2012-12-28,2013-01-04,2013-01-09,35,1,35.0
SO51182,69,11999,2012-12-28,2013-01-04,2013-01-09,50,1,50.0
SO51183,69,9663,2012-12-28,2013-01-04,2013-01-09,50,1,50.0
